C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\center_2019_03_04_13_27_45_843.jpg, C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\left_2019_03_04_13_27_45_843.jpg, C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\right_2019_03_04_13_27_45_843.jpg, 0, 0, 0, 8.464194E-05
C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\center_2019_03_04_13_27_45_943.jpg, C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\left_2019_03_04_13_27_45_943.jpg, C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\right_2019_03_04_13_27_45_943.jpg, 0, 0, 0, 8.206967E-05
C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\center_2019_03_04_13_27_46_044.jpg, C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\left_2019_03_04_13_27_46_044.jpg, C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\right_2019_03_04_13_27_46_044.jpg, 0, 0, 0, 8.427094E-05
C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\center_2019_03_04_13_27_46_147.jpg, C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\left_2019_03_04_13_27_46_147.jpg, C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\right_2019_03_04_13_27_46_147.jpg, 0, 0, 0, 7.832587E-05
C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\center_2019_03_04_13_27_46_248.jpg, C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\left_2019_03_04_13_27_46_248.jpg, C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\right_2019_03_04_13_27_46_248.jpg, 0, 0, 0, 7.827445E-05
C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\center_2019_03_04_13_27_46_352.jpg, C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\left_2019_03_04_13_27_46_352.jpg, C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\right_2019_03_04_13_27_46_352.jpg, 0, 0, 0, 7.887583E-05
C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\center_2019_03_04_13_27_46_453.jpg, C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\left_2019_03_04_13_27_46_453.jpg, C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\right_2019_03_04_13_27_46_453.jpg, 0, 0, 0, 7.964025E-05
C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\center_2019_03_04_13_27_46_557.jpg, C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\left_2019_03_04_13_27_46_557.jpg, C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\right_2019_03_04_13_27_46_557.jpg, 0, 0, 0, 8.458521E-05
C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\center_2019_03_04_13_27_46_657.jpg, C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\left_2019_03_04_13_27_46_657.jpg, C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\right_2019_03_04_13_27_46_657.jpg, 0, 0, 0, 7.839838E-05
C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\center_2019_03_04_13_27_46_758.jpg, C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\left_2019_03_04_13_27_46_758.jpg, C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\right_2019_03_04_13_27_46_758.jpg, 0, 0, 0, 7.801635E-05
C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\center_2019_03_04_13_27_46_859.jpg, C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\left_2019_03_04_13_27_46_859.jpg, C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\right_2019_03_04_13_27_46_859.jpg, 0, 0, 0, 7.997358E-05
C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\center_2019_03_04_13_27_46_963.jpg, C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\left_2019_03_04_13_27_46_963.jpg, C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\right_2019_03_04_13_27_46_963.jpg, 0, 0, 0, 7.774053E-05
C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\center_2019_03_04_13_27_47_065.jpg, C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\left_2019_03_04_13_27_47_065.jpg, C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\right_2019_03_04_13_27_47_065.jpg, 0, 0, 0, 8.323407E-05
C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\center_2019_03_04_13_27_47_167.jpg, C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\left_2019_03_04_13_27_47_167.jpg, C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\right_2019_03_04_13_27_47_167.jpg, 0, 0, 0, 7.821608E-05
C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\center_2019_03_04_13_27_47_275.jpg, C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\left_2019_03_04_13_27_47_275.jpg, C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\right_2019_03_04_13_27_47_275.jpg, 0, 0, 0, 7.965145E-05
C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\center_2019_03_04_13_27_47_377.jpg, C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\left_2019_03_04_13_27_47_377.jpg, C:\Users\szilard\Downloads\udacity Self driving car\Data\IMG\right_2019_03_04_13_27_47_377.jpg, 0, 0.107375, 0, 0.03584217
